author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
VESPER,developer,https://www.cian.ru/sale/flat/289484529/,Москва,sale,flat,8,9,1,64.5,-1,0,89010000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/287679683/,Москва,sale,flat,3,18,3,126.3,-1,0,75000000.0,Пресненский,Большая Грузинская ,37С2,Белорусская,
Sminex,developer,https://www.cian.ru/sale/flat/294328854/,Москва,sale,flat,3,6,2,120.3,-1,0,234440000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Чистые Пруды
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/302662270/,Москва,sale,flat,20,40,5,165.0,-1,0,104000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551509/,Москва,sale,flat,5,34,2,59.1,-1,0,23699100.0,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753513/,Москва,sale,flat,20,41,4,164.0,-1,0,105000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Sminex,developer,https://www.cian.ru/sale/flat/293713671/,Москва,sale,flat,2,14,1,72.6,-1,0,133830000.0,Якиманка,,,Полянка,Лаврушинский ЖК
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/295800676/,Москва,sale,flat,4,17,2,44.5,-1,0,39500000.0,Пресненский,Звенигородское шоссе,11,Улица 1905 года,Дизайнерский дом Eleven
TOUCH,developer,https://www.cian.ru/sale/flat/302838481/,Москва,sale,flat,6,13,2,60.31,-1,0,35498000.0,Южнопортовый,,к3,Дубровка,Шампайн ЖК
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/302998813/,Москва,sale,flat,35,36,-1,401.0,-1,0,300000000.0,Раменки,Минская ,2,Минская,Долина Сетунь
Донстрой,developer,https://www.cian.ru/sale/flat/304095700/,Москва,sale,flat,3,16,2,81.6,-1,0,60024960.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/303817767/,Москва,sale,flat,3,13,4,93.0,-1,0,79950000.0,Раменки,Ломоносовский проспект,36,Ломоносовский проспект,Счастье на Ломоносовском
Пионер,developer,https://www.cian.ru/sale/flat/303979491/,Москва,sale,flat,4,25,2,56.59,-1,0,23206762.0,Москворечье-Сабурово,,,Варшавская,Лайф Варшавская ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300650969/,Москва,sale,flat,10,37,4,88.4,-1,0,77990000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Hutton Development,developer,https://www.cian.ru/sale/flat/299066778/,Москва,sale,flat,4,17,2,87.6,-1,0,50808000.0,Гагаринский,Ленинский проспект,38,Ленинский проспект,Lunar
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753510/,Москва,sale,flat,17,41,3,88.3,-1,0,59000000.0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
Dominanta,developer,https://www.cian.ru/sale/flat/303673907/,Москва,sale,flat,18,34,2,50.8,-1,0,34137600.0,Раменки,Потылиха кв-л,,,hideOUT
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303538615/,Москва,sale,flat,2,6,3,133.6,-1,0,70000000.0,Крылатское,Осенняя ,25К2,Крылатское,
Центр-Инвест,developer,https://www.cian.ru/sale/flat/298329474/,Москва,sale,flat,7,9,2,69.9,-1,0,69134455.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302782147/,Москва,sale,flat,22,37,4,129.6,-1,0,85000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
MR Group,developer,https://www.cian.ru/sale/flat/299093496/,Москва,sale,flat,18,41,1,37.7,-1,0,23930985.0,Даниловский,Дубининская ,59к7,Серпуховская,Павелецкая Сити
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/277466643/,Москва,sale,flat,4,5,4,170.0,-1,0,250000000.0,Хамовники,Гагаринский переулок,24/7С2,Смоленская,
Трансстройинвест,developer,https://www.cian.ru/sale/flat/301925930/,Москва,sale,flat,11,23,2,44.1,-1,0,21442891.0,Очаково-Матвеевское,Очаково мкр,,Озёрная,ОМ ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300282851/,Москва,sale,flat,10,14,4,129.4,-1,0,93000000.0,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden
Основа,developer,https://www.cian.ru/sale/flat/290856483/,Москва,sale,flat,3,19,2,43.4,-1,0,36673000.0,Красносельский,проспект Академика Сахарова,7,Красные ворота,RED7
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303228319/,Москва,sale,flat,5,21,3,116.78,-1,0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/298380294/,Москва,sale,flat,4,19,2,62.1,-1,0,25895700.0,Щукино, Ротмистрова,2,Октябрьское поле,Театральный квартал
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/297671261/,Москва,sale,flat,14,14,-1,345.8,-1,0,179000000.0,Таганский, Талалихина,8,Пролетарская,Дом на Таганке
MR Group,developer,https://www.cian.ru/sale/flat/302792284/,Москва,sale,flat,7,13,1,94.3,-1,0,156589865.0,Мещанский,Садовая-Сухаревская ,14,Цветной бульвар,Клубный дом Forum
Arkhipov team,real_estate_agent,https://www.cian.ru/sale/flat/303876415/,Москва,sale,flat,5,9,2,57.0,-1,0,108900000.0,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Capital Group,developer,https://www.cian.ru/sale/flat/301482894/,Москва,sale,flat,11,18,2,45.8,-1,0,56907301.0,Дорогомилово,,,Москва-Сити,Бадаевский ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301565559/,Москва,sale,flat,5,21,2,117.0,-1,0,115000000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
КОРТРОС,developer,https://www.cian.ru/sale/flat/296640150/,Москва,sale,flat,5,49,2,59.19,-1,0,23143290.0,Марьина роща,,,Марьина Роща,Тэйт ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/304304141/,Москва,sale,flat,7,18,3,89.7,-1,0,95000000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Среда,developer,https://www.cian.ru/sale/flat/304434884/,Москва,sale,flat,8,30,1,31.03,-1,0,15086786.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/291208113/,Москва,sale,flat,20,22,-1,200.0,-1,0,148900000.0,Хорошево-Мневники,Живописная ,21А,Народное Ополчение,Дом Серебряный Бор
MR Group,developer,https://www.cian.ru/sale/flat/300288766/,Москва,sale,flat,40,54,1,29.14,-1,0,19101464.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/302300375/,Москва,sale,flat,12,21,3,92.6,-1,0,114000000.0,Пресненский, Сергея Макеева,9,Улица 1905 года,RedSide
Среда,developer,https://www.cian.ru/sale/flat/303626069/,Москва,sale,flat,3,27,1,35.3,-1,0,14988380.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/298573731/,Москва,sale,flat,24,40,3,82.4,-1,0,75000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040427/,Москва,sale,flat,4,6,1,51.2,-1,0,57190400.0,Замоскворечье,Космодамианская набережная,4/22С9,Новокузнецкая,Клубный дом Космо 4/22
Юлия Шмелева,realtor,https://www.cian.ru/sale/flat/304483841/,Москва,sale,flat,7,12,1,35.0,-1,0,12950000.0,Чертаново Южное, Подольских Курсантов,2к1,Пражская,
PIONEER,developer,https://www.cian.ru/sale/flat/303709179/,Москва,sale,flat,9,22,1,31.0,-1,0,16667801.0,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/297733877/,Москва,sale,flat,80,85,4,294.6,-1,0,465281989.0,Пресненский,Московский международный деловой центр Москва-Сити тер.,,Деловой центр,
Снегири,developer,https://www.cian.ru/sale/flat/304281817/,Москва,sale,flat,6,8,2,167.0,-1,0,160000000.0,Раменки,Минская ,2Вк1,Минская,Снегири Эко
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298784492/,Москва,sale,flat,2,2,-1,315.0,-1,0,482584849.0,Пресненский,Хлебный переулок,6,Арбатская,
MR Group,developer,https://www.cian.ru/sale/flat/303451581/,Москва,sale,flat,11,29,2,55.8,-1,0,21011728.0,Южнопортовый,Волгоградский проспект,32/3к4,Дубровка,Метрополия
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/272003903/,Москва,sale,flat,5,6,2,43.0,-1,0,27500000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Главстрой,developer,https://www.cian.ru/sale/flat/296921064/,Москва,sale,flat,2,16,1,45.0,-1,0,22374675.0,Филевский парк,Береговой проезд,2,Народное Ополчение,Береговой-2
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/293030412/,Москва,sale,flat,3,9,4,225.7,-1,0,169275000.0,Арбат,Филипповский переулок,8С1,Кропоткинская,Филипповский
MR Group,developer,https://www.cian.ru/sale/flat/298874818/,Москва,sale,flat,5,36,1,40.8,-1,0,28362079.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301212653/,Москва,sale,flat,2,24,2,57.4,-1,0,26000000.0,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/300921483/,Москва,sale,flat,2,19,2,62.8,-1,0,25170240.0,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/298127471/,Москва,sale,flat,5,6,-1,244.4,-1,0,80000000.0,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Forma,developer,https://www.cian.ru/sale/flat/300887190/,Москва,sale,flat,4,27,2,64.0,-1,0,27504000.0,Аэропорт,Часовая ,28к8,Сокол,SOUL
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/298457990/,Москва,sale,flat,4,7,-1,416.0,-1,0,723877274.0,Раменки,Минская ,2Вк6,Минская,Снегири Эко
VOS HOD,developer,https://www.cian.ru/sale/flat/300560439/,Москва,sale,flat,8,17,2,71.8,-1,0,43991860.0,Филевский парк, Василисы Кожиной,вл25/1,Филёвский парк,AHEAD
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301213226/,Москва,sale,flat,3,6,4,100.8,-1,0,66950000.0,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
Tekta Group,developer,https://www.cian.ru/sale/flat/301260582/,Москва,sale,flat,14,27,1,28.1,-1,0,19453630.0,Даниловский,,1,Павелецкая,Эра ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303800477/,Москва,sale,flat,9,36,3,70.6,-1,0,51000000.0,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
MR Group,developer,https://www.cian.ru/sale/flat/301223453/,Москва,sale,flat,2,39,2,60.57,-1,0,21980883.0,Западное Дегунино,Северный ао,,Селигерская,Селигер Сити ЖК
